date,open,high,low,close,amount,end_time,volume,count,buy_amount,buy_volume,null,symbol
2020-01-13 19:35:00,8118.98,8121.83,8117.67,8119.04,116.503275,1578944399999.0,945954.67115799,756.0,33.90119,275265.26539482,0.0,BTCUSDT
2020-01-13 19:40:00,8119.0,8121.44,8115.59,8116.73,68.405636,1578944699999.0,555359.71823067,760.0,29.592519,240261.89383866,0.0,BTCUSDT
2020-01-13 19:45:00,8117.38,8117.97,8105.15,8111.2,76.273924,1578944999999.0,618741.71448184,982.0,28.487211,231092.97673714,0.0,BTCUSDT
2020-01-13 19:50:00,8110.51,8113.92,8104.01,8106.76,47.877238,1578945299999.0,388264.20788484,600.0,22.446678,182028.49597569,0.0,BTCUSDT
2020-01-13 19:55:00,8106.93,8113.66,8106.0,8111.83,72.868771,1578945599999.0,590940.41125541,761.0,45.965288,372763.68475319,0.0,BTCUSDT
2020-01-13 20:00:00,8111.83,8114.08,8104.93,8111.18,65.754206,1578945899999.0,533197.27560269,748.0,37.819356,306694.00091436,0.0,BTCUSDT
2020-01-13 20:05:00,8110.81,8114.08,8108.05,8112.26,44.74612,1578946199999.0,362963.98188387,559.0,19.596424,158959.06359478,0.0,BTCUSDT
2020-01-13 20:10:00,8112.88,8116.65,8112.0,8115.99,61.738659,1578946499999.0,500929.47327284,714.0,30.452461,247084.1319658,0.0,BTCUSDT
2020-01-13 20:15:00,8115.85,8124.84,8114.45,8120.49,168.581151,1578946799999.0,1368612.83712877,1113.0,135.216175,1097709.24002689,0.0,BTCUSDT
2020-01-13 20:20:00,8120.49,8122.01,8116.17,8118.36,65.832176,1578947099999.0,534547.44105251,711.0,37.717407,306262.5308091,0.0,BTCUSDT
2020-01-13 20:25:00,8118.36,8120.0,8118.0,8119.37,38.738168,1578947399999.0,314537.03235239,527.0,30.435775,247126.95430054,0.0,BTCUSDT
2020-01-13 20:30:00,8118.73,8122.0,8116.0,8122.0,102.258582,1578947699999.0,830400.90756231,853.0,86.32466,701020.69516487,0.0,BTCUSDT
2020-01-13 20:35:00,8122.0,8136.64,8119.2,8133.8,209.296422,1578947999999.0,1701324.97963274,1734.0,154.074227,1252393.35696974,0.0,BTCUSDT
2020-01-13 20:40:00,8134.65,8149.0,8134.08,8138.55,275.102982,1578948299999.0,2239926.31790462,2428.0,173.742294,1414677.3540803,0.0,BTCUSDT
2020-01-13 20:45:00,8138.63,8160.0,8138.63,8159.94,252.512671,1578948599999.0,2057911.43160426,2325.0,179.899328,1466257.41350918,0.0,BTCUSDT
2020-01-13 20:50:00,8158.48,8159.89,8129.38,8137.59,182.980093,1578948899999.0,1489955.33970595,1949.0,95.074941,774136.34755476,0.0,BTCUSDT
